"year","country","region","religion","population"
2030,United Arab Emirates,Middle East-North Africa,Judaism,0.0
2030,United Kingdom,Europe,Christianity,35890000
2030,United Kingdom,Europe,Islam,5060000.0
2030,United Kingdom,Europe,Unaffiliated Religions,22630000
2030,United Kingdom,Europe,Hinduism,1140000.0
2030,United Kingdom,Europe,Buddhism,480000.0
2030,United Kingdom,Europe,Folk Religions,130000.0
2030,United Kingdom,Europe,Other Religions,520000.0
2030,United Kingdom,Europe,Judaism,250000.0
2030,United States,North America,Christianity,258410000
2030,United States,North America,Islam,5190000.0
2030,United States,North America,Unaffiliated Religions,75740000
2030,United States,North America,Hinduism,3290000.0
2030,United States,North America,Buddhism,4740000.0
2030,United States,North America,Folk Religions,1190000.0
2030,United States,North America,Other Religions,3770000.0
2030,United States,North America,Judaism,5660000.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Christianity,110000.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Islam,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Hinduism,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Buddhism,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Folk Religions,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Other Religions,0.0
2030,U.S. Virgin Islands,Latin America-Caribbean,Judaism,0.0
2030,Uruguay,Latin America-Caribbean,Christianity,2020000.0
2030,Uruguay,Latin America-Caribbean,Islam,0.0
2030,Uruguay,Latin America-Caribbean,Unaffiliated Religions,1500000.0
2030,Uruguay,Latin America-Caribbean,Hinduism,0.0
2030,Uruguay,Latin America-Caribbean,Buddhism,0.0
2030,Uruguay,Latin America-Caribbean,Folk Religions,30000.0
2030,Uruguay,Latin America-Caribbean,Other Religions,10000.0
2030,Uruguay,Latin America-Caribbean,Judaism,0.0
2030,Uzbekistan,Asia-Pacific,Christianity,610000.0
2030,Uzbekistan,Asia-Pacific,Islam,32900000
2030,Uzbekistan,Asia-Pacific,Unaffiliated Religions,240000.0
2030,Uzbekistan,Asia-Pacific,Hinduism,0.0
2030,Uzbekistan,Asia-Pacific,Buddhism,10000.0
2030,Uzbekistan,Asia-Pacific,Folk Religions,20000.0
2030,Uzbekistan,Asia-Pacific,Other Religions,0.0
2030,Uzbekistan,Asia-Pacific,Judaism,0.0
2030,Vanuatu,Asia-Pacific,Christianity,350000.0
2030,Vanuatu,Asia-Pacific,Islam,0.0
2030,Vanuatu,Asia-Pacific,Unaffiliated Religions,0.0
2030,Vanuatu,Asia-Pacific,Hinduism,0.0
2030,Vanuatu,Asia-Pacific,Buddhism,0.0
2030,Vanuatu,Asia-Pacific,Folk Religions,10000.0
2030,Vanuatu,Asia-Pacific,Other Religions,0.0
2030,Vanuatu,Asia-Pacific,Judaism,0.0
2030,Venezuela,Latin America-Caribbean,Christianity,32530000
2030,Venezuela,Latin America-Caribbean,Islam,110000.0
2030,Venezuela,Latin America-Caribbean,Unaffiliated Religions,3470000.0
2030,Venezuela,Latin America-Caribbean,Hinduism,0.0
2030,Venezuela,Latin America-Caribbean,Buddhism,0.0
2030,Venezuela,Latin America-Caribbean,Folk Religions,180000.0
2030,Venezuela,Latin America-Caribbean,Other Religions,30000.0
2030,Venezuela,Latin America-Caribbean,Judaism,0.0
2030,Vietnam,Asia-Pacific,Christianity,8630000.0
2030,Vietnam,Asia-Pacific,Islam,190000.0
2030,Vietnam,Asia-Pacific,Unaffiliated Religions,30490000
2030,Vietnam,Asia-Pacific,Hinduism,0.0
2030,Vietnam,Asia-Pacific,Buddhism,16310000
2030,Vietnam,Asia-Pacific,Folk Religions,45380000
2030,Vietnam,Asia-Pacific,Other Religions,420000.0
2030,Vietnam,Asia-Pacific,Judaism,0.0
2030,Wallis and Futuna,Asia-Pacific,Christianity,10000.0
2030,Wallis and Futuna,Asia-Pacific,Islam,0.0
2030,Wallis and Futuna,Asia-Pacific,Unaffiliated Religions,0.0
2030,Wallis and Futuna,Asia-Pacific,Hinduism,0.0
2030,Wallis and Futuna,Asia-Pacific,Buddhism,0.0
2030,Wallis and Futuna,Asia-Pacific,Folk Religions,0.0
2030,Wallis and Futuna,Asia-Pacific,Other Religions,0.0
2030,Wallis and Futuna,Asia-Pacific,Judaism,0.0
2030,Western Sahara,Middle East-North Africa,Christianity,0.0
2030,Western Sahara,Middle East-North Africa,Islam,670000.0
2030,Western Sahara,Middle East-North Africa,Unaffiliated Religions,0.0
2030,Western Sahara,Middle East-North Africa,Hinduism,0.0
2030,Western Sahara,Middle East-North Africa,Buddhism,0.0
2030,Western Sahara,Middle East-North Africa,Folk Religions,0.0
2030,Western Sahara,Middle East-North Africa,Other Religions,0.0
2030,Western Sahara,Middle East-North Africa,Judaism,0.0
2030,Yemen,Middle East-North Africa,Christianity,60000.0
2030,Yemen,Middle East-North Africa,Islam,41130000
2030,Yemen,Middle East-North Africa,Unaffiliated Religions,40000.0
2030,Yemen,Middle East-North Africa,Hinduism,260000.0
2030,Yemen,Middle East-North Africa,Buddhism,0.0
2030,Yemen,Middle East-North Africa,Folk Religions,0.0
2030,Yemen,Middle East-North Africa,Other Religions,0.0
2030,Yemen,Middle East-North Africa,Judaism,0.0
2030,Zambia,Sub-Saharan Africa,Christianity,23760000
2030,Zambia,Sub-Saharan Africa,Islam,180000.0
2030,Zambia,Sub-Saharan Africa,Unaffiliated Religions,150000.0
2030,Zambia,Sub-Saharan Africa,Hinduism,30000.0
2030,Zambia,Sub-Saharan Africa,Buddhism,0.0
2030,Zambia,Sub-Saharan Africa,Folk Religions,90000.0
2030,Zambia,Sub-Saharan Africa,Other Religions,250000.0
2030,Zambia,Sub-Saharan Africa,Judaism,0.0
2030,Zimbabwe,Sub-Saharan Africa,Christianity,14200000
2030,Zimbabwe,Sub-Saharan Africa,Islam,160000.0
2030,Zimbabwe,Sub-Saharan Africa,Unaffiliated Religions,1250000.0
2030,Zimbabwe,Sub-Saharan Africa,Hinduism,0.0
2030,Zimbabwe,Sub-Saharan Africa,Buddhism,0.0
2030,Zimbabwe,Sub-Saharan Africa,Folk Religions,720000.0
2030,Zimbabwe,Sub-Saharan Africa,Other Religions,50000.0
2030,Zimbabwe,Sub-Saharan Africa,Judaism,10000.0
2030,South Sudan,Sub-Saharan Africa,Christianity,9250000.0
2030,South Sudan,Sub-Saharan Africa,Islam,950000.0
2030,South Sudan,Sub-Saharan Africa,Unaffiliated Religions,70000.0
2030,South Sudan,Sub-Saharan Africa,Hinduism,0.0
2030,South Sudan,Sub-Saharan Africa,Buddhism,0.0
2030,South Sudan,Sub-Saharan Africa,Folk Religions,5030000.0
2030,South Sudan,Sub-Saharan Africa,Other Religions,0.0
2030,South Sudan,Sub-Saharan Africa,Judaism,0.0
2030,Curacao,Latin America-Caribbean,Christianity,170000.0
2030,Curacao,Latin America-Caribbean,Islam,0.0
2030,Curacao,Latin America-Caribbean,Unaffiliated Religions,0.0
2030,Curacao,Latin America-Caribbean,Hinduism,0.0
2030,Curacao,Latin America-Caribbean,Buddhism,0.0
2030,Curacao,Latin America-Caribbean,Folk Religions,0.0
2030,Curacao,Latin America-Caribbean,Other Religions,0.0
2030,Curacao,Latin America-Caribbean,Judaism,0.0
2030,Sint Maarten,Latin America-Caribbean,Christianity,50000.0
2030,Sint Maarten,Latin America-Caribbean,Islam,0.0
2030,Sint Maarten,Latin America-Caribbean,Unaffiliated Religions,0.0
2030,Sint Maarten,Latin America-Caribbean,Hinduism,0.0
2030,Sint Maarten,Latin America-Caribbean,Buddhism,0.0
2030,Sint Maarten,Latin America-Caribbean,Folk Religions,0.0
2030,Sint Maarten,Latin America-Caribbean,Other Religions,0.0
2030,Sint Maarten,Latin America-Caribbean,Judaism,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Christianity,20000.0
2030,Caribbean Netherlands,Latin America-Caribbean,Islam,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Unaffiliated Religions,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Hinduism,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Buddhism,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Folk Religions,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Other Religions,0.0
2030,Caribbean Netherlands,Latin America-Caribbean,Judaism,0.0
2040,Afghanistan,Asia-Pacific,Christianity,60000.0
2040,Afghanistan,Asia-Pacific,Islam,61700000
2040,Afghanistan,Asia-Pacific,Unaffiliated Religions,10000.0
2040,Afghanistan,Asia-Pacific,Hinduism,20000.0
2040,Afghanistan,Asia-Pacific,Buddhism,10000.0
2040,Afghanistan,Asia-Pacific,Folk Religions,0.0
2040,Afghanistan,Asia-Pacific,Other Religions,50000.0
2040,Afghanistan,Asia-Pacific,Judaism,0.0
2040,Albania,Europe,Christianity,430000.0
2040,Albania,Europe,Islam,2550000.0
2040,Albania,Europe,Unaffiliated Religions,20000.0
2040,Albania,Europe,Hinduism,0.0
2040,Albania,Europe,Buddhism,0.0
2040,Albania,Europe,Folk Religions,0.0
2040,Albania,Europe,Other Religions,0.0
2040,Albania,Europe,Judaism,0.0
2040,Algeria,Middle East-North Africa,Christianity,70000.0
2040,Algeria,Middle East-North Africa,Islam,44620000
2040,Algeria,Middle East-North Africa,Unaffiliated Religions,840000.0
2040,Algeria,Middle East-North Africa,Hinduism,0.0
2040,Algeria,Middle East-North Africa,Buddhism,0.0
2040,Algeria,Middle East-North Africa,Folk Religions,10000.0
2040,Algeria,Middle East-North Africa,Other Religions,0.0
2040,Algeria,Middle East-North Africa,Judaism,0.0
2040,American Samoa,Asia-Pacific,Christianity,60000.0
2040,American Samoa,Asia-Pacific,Islam,0.0
2040,American Samoa,Asia-Pacific,Unaffiliated Religions,0.0
2040,American Samoa,Asia-Pacific,Hinduism,0.0
2040,American Samoa,Asia-Pacific,Buddhism,0.0
2040,American Samoa,Asia-Pacific,Folk Religions,0.0
2040,American Samoa,Asia-Pacific,Other Religions,0.0
2040,American Samoa,Asia-Pacific,Judaism,0.0
2040,Andorra,Europe,Christianity,80000.0
2040,Andorra,Europe,Islam,0.0
2040,Andorra,Europe,Unaffiliated Religions,0.0
2040,Andorra,Europe,Hinduism,0.0
2040,Andorra,Europe,Buddhism,0.0
2040,Andorra,Europe,Folk Religions,0.0
2040,Andorra,Europe,Other Religions,0.0
2040,Andorra,Europe,Judaism,0.0
2040,Angola,Sub-Saharan Africa,Christianity,32710000
2040,Angola,Sub-Saharan Africa,Islam,70000.0
2040,Angola,Sub-Saharan Africa,Unaffiliated Religions,1870000.0
2040,Angola,Sub-Saharan Africa,Hinduism,0.0
2040,Angola,Sub-Saharan Africa,Buddhism,0.0
2040,Angola,Sub-Saharan Africa,Folk Religions,1480000.0
2040,Angola,Sub-Saharan Africa,Other Religions,0.0
2040,Angola,Sub-Saharan Africa,Judaism,0.0
2040,Anguilla,Latin America-Caribbean,Christianity,10000.0
2040,Anguilla,Latin America-Caribbean,Islam,0.0
2040,Anguilla,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,Anguilla,Latin America-Caribbean,Hinduism,0.0
2040,Anguilla,Latin America-Caribbean,Buddhism,0.0
2040,Anguilla,Latin America-Caribbean,Folk Religions,0.0
2040,Anguilla,Latin America-Caribbean,Other Religions,0.0
2040,Anguilla,Latin America-Caribbean,Judaism,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Christianity,100000.0
2040,Antigua and Barbuda,Latin America-Caribbean,Islam,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Hinduism,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Buddhism,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Folk Religions,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Other Religions,0.0
2040,Antigua and Barbuda,Latin America-Caribbean,Judaism,0.0
2040,Argentina,Latin America-Caribbean,Christianity,41830000
2040,Argentina,Latin America-Caribbean,Islam,390000.0
2040,Argentina,Latin America-Caribbean,Unaffiliated Religions,5760000.0
2040,Argentina,Latin America-Caribbean,Hinduism,0.0
2040,Argentina,Latin America-Caribbean,Buddhism,20000.0
2040,Argentina,Latin America-Caribbean,Folk Religions,310000.0
2040,Argentina,Latin America-Caribbean,Other Religions,110000.0
2040,Argentina,Latin America-Caribbean,Judaism,180000.0
2040,Armenia,Asia-Pacific,Christianity,3190000.0
2040,Armenia,Asia-Pacific,Islam,30000.0
2040,Armenia,Asia-Pacific,Unaffiliated Religions,40000.0
2040,Armenia,Asia-Pacific,Hinduism,0.0
2040,Armenia,Asia-Pacific,Buddhism,0.0
2040,Armenia,Asia-Pacific,Folk Religions,0.0
2040,Armenia,Asia-Pacific,Other Religions,0.0
2040,Armenia,Asia-Pacific,Judaism,0.0
2040,Aruba,Latin America-Caribbean,Christianity,100000.0
2040,Aruba,Latin America-Caribbean,Islam,0.0
2040,Aruba,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,Aruba,Latin America-Caribbean,Hinduism,0.0
2040,Aruba,Latin America-Caribbean,Buddhism,0.0
2040,Aruba,Latin America-Caribbean,Folk Religions,0.0
2040,Aruba,Latin America-Caribbean,Other Religions,0.0
2040,Aruba,Latin America-Caribbean,Judaism,0.0
2040,Australia,Asia-Pacific,Christianity,14320000
2040,Australia,Asia-Pacific,Islam,1160000.0
2040,Australia,Asia-Pacific,Unaffiliated Religions,10270000
2040,Australia,Asia-Pacific,Hinduism,570000.0
2040,Australia,Asia-Pacific,Buddhism,850000.0
2040,Australia,Asia-Pacific,Folk Religions,230000.0
2040,Australia,Asia-Pacific,Other Religions,260000.0
2040,Australia,Asia-Pacific,Judaism,140000.0
2040,Austria,Europe,Christianity,6440000.0
2040,Austria,Europe,Islam,690000.0
2040,Austria,Europe,Unaffiliated Religions,1400000.0
2040,Austria,Europe,Hinduism,10000.0
2040,Austria,Europe,Buddhism,40000.0
2040,Austria,Europe,Folk Religions,10000.0
2040,Austria,Europe,Other Religions,10000.0
2040,Austria,Europe,Judaism,20000.0
2040,Azerbaijan,Asia-Pacific,Christianity,230000.0
2040,Azerbaijan,Asia-Pacific,Islam,10820000
2040,Azerbaijan,Asia-Pacific,Unaffiliated Religions,0.0
2040,Azerbaijan,Asia-Pacific,Hinduism,0.0
2040,Azerbaijan,Asia-Pacific,Buddhism,0.0
2040,Azerbaijan,Asia-Pacific,Folk Religions,0.0
2040,Azerbaijan,Asia-Pacific,Other Religions,0.0
2040,Azerbaijan,Asia-Pacific,Judaism,0.0
2040,Bahamas,Latin America-Caribbean,Christianity,400000.0
2040,Bahamas,Latin America-Caribbean,Islam,0.0
2040,Bahamas,Latin America-Caribbean,Unaffiliated Religions,10000.0
2040,Bahamas,Latin America-Caribbean,Hinduism,0.0
2040,Bahamas,Latin America-Caribbean,Buddhism,0.0
2040,Bahamas,Latin America-Caribbean,Folk Religions,0.0
2040,Bahamas,Latin America-Caribbean,Other Religions,0.0
2040,Bahamas,Latin America-Caribbean,Judaism,0.0
2040,Bahrain,Middle East-North Africa,Christianity,220000.0
2040,Bahrain,Middle East-North Africa,Islam,1200000.0
2040,Bahrain,Middle East-North Africa,Unaffiliated Religions,40000.0
2040,Bahrain,Middle East-North Africa,Hinduism,180000.0
2040,Bahrain,Middle East-North Africa,Buddhism,70000.0
2040,Bahrain,Middle East-North Africa,Folk Religions,0.0
2040,Bahrain,Middle East-North Africa,Other Religions,0.0
2040,Bahrain,Middle East-North Africa,Judaism,0.0
2040,Bangladesh,Asia-Pacific,Christianity,620000.0
2040,Bangladesh,Asia-Pacific,Islam,177860000
2040,Bangladesh,Asia-Pacific,Unaffiliated Religions,0.0
2040,Bangladesh,Asia-Pacific,Hinduism,14710000
2040,Bangladesh,Asia-Pacific,Buddhism,1180000.0
2040,Bangladesh,Asia-Pacific,Folk Religions,130000.0
2040,Bangladesh,Asia-Pacific,Other Religions,130000.0
2040,Bangladesh,Asia-Pacific,Judaism,0.0
2040,Barbados,Latin America-Caribbean,Christianity,260000.0
2040,Barbados,Latin America-Caribbean,Islam,0.0
2040,Barbados,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,Barbados,Latin America-Caribbean,Hinduism,0.0
2040,Barbados,Latin America-Caribbean,Buddhism,0.0
2040,Barbados,Latin America-Caribbean,Folk Religions,0.0
2040,Barbados,Latin America-Caribbean,Other Religions,0.0
2040,Barbados,Latin America-Caribbean,Judaism,0.0
2040,Belarus,Europe,Christianity,6250000.0
2040,Belarus,Europe,Islam,150000.0
2040,Belarus,Europe,Unaffiliated Religions,2400000.0
2040,Belarus,Europe,Hinduism,0.0
2040,Belarus,Europe,Buddhism,0.0
2040,Belarus,Europe,Folk Religions,0.0
2040,Belarus,Europe,Other Religions,0.0
2040,Belarus,Europe,Judaism,0.0
2040,Belgium,Europe,Christianity,6090000.0
2040,Belgium,Europe,Islam,1140000.0
2040,Belgium,Europe,Unaffiliated Religions,3690000.0
2040,Belgium,Europe,Hinduism,30000.0
2040,Belgium,Europe,Buddhism,50000.0
2040,Belgium,Europe,Folk Religions,40000.0
2040,Belgium,Europe,Other Religions,20000.0
2040,Belgium,Europe,Judaism,30000.0
2040,Belize,Latin America-Caribbean,Christianity,430000.0
2040,Belize,Latin America-Caribbean,Islam,0.0
2040,Belize,Latin America-Caribbean,Unaffiliated Religions,50000.0
2040,Belize,Latin America-Caribbean,Hinduism,0.0
2040,Belize,Latin America-Caribbean,Buddhism,0.0
2040,Belize,Latin America-Caribbean,Folk Religions,0.0
2040,Belize,Latin America-Caribbean,Other Religions,0.0
2040,Belize,Latin America-Caribbean,Judaism,0.0
2040,Benin,Sub-Saharan Africa,Christianity,8920000.0
2040,Benin,Sub-Saharan Africa,Islam,4750000.0
2040,Benin,Sub-Saharan Africa,Unaffiliated Religions,1000000.0
2040,Benin,Sub-Saharan Africa,Hinduism,0.0
2040,Benin,Sub-Saharan Africa,Buddhism,0.0
2040,Benin,Sub-Saharan Africa,Folk Religions,3280000.0
2040,Benin,Sub-Saharan Africa,Other Religions,0.0
2040,Benin,Sub-Saharan Africa,Judaism,0.0
2040,Bermuda,North America,Christianity,50000.0
2040,Bermuda,North America,Islam,0.0
2040,Bermuda,North America,Unaffiliated Religions,10000.0
2040,Bermuda,North America,Hinduism,0.0
2040,Bermuda,North America,Buddhism,0.0
2040,Bermuda,North America,Folk Religions,0.0
2040,Bermuda,North America,Other Religions,0.0
2040,Bermuda,North America,Judaism,0.0
2040,Bhutan,Asia-Pacific,Christianity,0.0
2040,Bhutan,Asia-Pacific,Islam,0.0
2040,Bhutan,Asia-Pacific,Unaffiliated Religions,0.0
2040,Bhutan,Asia-Pacific,Hinduism,220000.0
2040,Bhutan,Asia-Pacific,Buddhism,720000.0
2040,Bhutan,Asia-Pacific,Folk Religions,20000.0
2040,Bhutan,Asia-Pacific,Other Religions,0.0
2040,Bhutan,Asia-Pacific,Judaism,0.0
2040,Bolivia,Latin America-Caribbean,Christianity,14580000
2040,Bolivia,Latin America-Caribbean,Islam,0.0
2040,Bolivia,Latin America-Caribbean,Unaffiliated Religions,630000.0
2040,Bolivia,Latin America-Caribbean,Hinduism,0.0
2040,Bolivia,Latin America-Caribbean,Buddhism,10000.0
2040,Bolivia,Latin America-Caribbean,Folk Religions,120000.0
2040,Bolivia,Latin America-Caribbean,Other Religions,140000.0
2040,Bolivia,Latin America-Caribbean,Judaism,0.0
2040,Bosnia and Herzegovina,Europe,Christianity,1460000.0
2040,Bosnia and Herzegovina,Europe,Islam,1440000.0
2040,Bosnia and Herzegovina,Europe,Unaffiliated Religions,70000.0
2040,Bosnia and Herzegovina,Europe,Hinduism,0.0
2040,Bosnia and Herzegovina,Europe,Buddhism,0.0
2040,Bosnia and Herzegovina,Europe,Folk Religions,0.0
2040,Bosnia and Herzegovina,Europe,Other Religions,0.0
2040,Bosnia and Herzegovina,Europe,Judaism,0.0
2040,Botswana,Sub-Saharan Africa,Christianity,2080000.0
2040,Botswana,Sub-Saharan Africa,Islam,40000.0
2040,Botswana,Sub-Saharan Africa,Unaffiliated Religions,330000.0
2040,Botswana,Sub-Saharan Africa,Hinduism,0.0
2040,Botswana,Sub-Saharan Africa,Buddhism,0.0
2040,Botswana,Sub-Saharan Africa,Folk Religions,60000.0
2040,Botswana,Sub-Saharan Africa,Other Religions,10000.0
2040,Botswana,Sub-Saharan Africa,Judaism,0.0
2040,Brazil,Latin America-Caribbean,Christianity,195020000
2040,Brazil,Latin America-Caribbean,Islam,50000.0
2040,Brazil,Latin America-Caribbean,Unaffiliated Religions,20330000
2040,Brazil,Latin America-Caribbean,Hinduism,0.0
2040,Brazil,Latin America-Caribbean,Buddhism,240000.0
2040,Brazil,Latin America-Caribbean,Folk Religions,8460000.0
2040,Brazil,Latin America-Caribbean,Other Religions,300000.0
2040,Brazil,Latin America-Caribbean,Judaism,100000.0
2040,British Virgin Islands,Latin America-Caribbean,Christianity,30000.0
2040,British Virgin Islands,Latin America-Caribbean,Islam,0.0
2040,British Virgin Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,British Virgin Islands,Latin America-Caribbean,Hinduism,0.0
2040,British Virgin Islands,Latin America-Caribbean,Buddhism,0.0
2040,British Virgin Islands,Latin America-Caribbean,Folk Religions,0.0
2040,British Virgin Islands,Latin America-Caribbean,Other Religions,0.0
2040,British Virgin Islands,Latin America-Caribbean,Judaism,0.0
2040,Brunei,Asia-Pacific,Christianity,50000.0
2040,Brunei,Asia-Pacific,Islam,380000.0
2040,Brunei,Asia-Pacific,Unaffiliated Religions,0.0
2040,Brunei,Asia-Pacific,Hinduism,0.0
2040,Brunei,Asia-Pacific,Buddhism,40000.0
2040,Brunei,Asia-Pacific,Folk Religions,30000.0
2040,Brunei,Asia-Pacific,Other Religions,0.0
2040,Brunei,Asia-Pacific,Judaism,0.0
2040,Bulgaria,Europe,Christianity,4520000.0
2040,Bulgaria,Europe,Islam,850000.0
2040,Bulgaria,Europe,Unaffiliated Religions,320000.0
2040,Bulgaria,Europe,Hinduism,0.0
2040,Bulgaria,Europe,Buddhism,0.0
2040,Bulgaria,Europe,Folk Religions,0.0
2040,Bulgaria,Europe,Other Religions,0.0
2040,Bulgaria,Europe,Judaism,0.0
2040,Burkina Faso,Sub-Saharan Africa,Christianity,7920000.0
2040,Burkina Faso,Sub-Saharan Africa,Islam,25310000
2040,Burkina Faso,Sub-Saharan Africa,Unaffiliated Religions,240000.0
2040,Burkina Faso,Sub-Saharan Africa,Hinduism,0.0
2040,Burkina Faso,Sub-Saharan Africa,Buddhism,0.0
2040,Burkina Faso,Sub-Saharan Africa,Folk Religions,6070000.0
2040,Burkina Faso,Sub-Saharan Africa,Other Religions,0.0
2040,Burkina Faso,Sub-Saharan Africa,Judaism,0.0
2040,Burundi,Sub-Saharan Africa,Christianity,11540000
2040,Burundi,Sub-Saharan Africa,Islam,390000.0
2040,Burundi,Sub-Saharan Africa,Unaffiliated Religions,0.0
2040,Burundi,Sub-Saharan Africa,Hinduism,0.0
2040,Burundi,Sub-Saharan Africa,Buddhism,0.0
2040,Burundi,Sub-Saharan Africa,Folk Religions,790000.0
2040,Burundi,Sub-Saharan Africa,Other Religions,0.0
2040,Burundi,Sub-Saharan Africa,Judaism,0.0
2040,Cambodia,Asia-Pacific,Christianity,70000.0
2040,Cambodia,Asia-Pacific,Islam,390000.0
2040,Cambodia,Asia-Pacific,Unaffiliated Religions,40000.0
2040,Cambodia,Asia-Pacific,Hinduism,0.0
2040,Cambodia,Asia-Pacific,Buddhism,18400000
2040,Cambodia,Asia-Pacific,Folk Religions,110000.0
2040,Cambodia,Asia-Pacific,Other Religions,0.0
2040,Cambodia,Asia-Pacific,Judaism,0.0
2040,Cameroon,Sub-Saharan Africa,Christianity,22860000
2040,Cameroon,Sub-Saharan Africa,Islam,7100000.0
2040,Cameroon,Sub-Saharan Africa,Unaffiliated Religions,1600000.0
2040,Cameroon,Sub-Saharan Africa,Hinduism,0.0
2040,Cameroon,Sub-Saharan Africa,Buddhism,0.0
2040,Cameroon,Sub-Saharan Africa,Folk Religions,1050000.0
2040,Cameroon,Sub-Saharan Africa,Other Religions,900000.0
2040,Cameroon,Sub-Saharan Africa,Judaism,0.0
2040,Canada,North America,Christianity,24740000
2040,Canada,North America,Islam,1800000.0
2040,Canada,North America,Unaffiliated Religions,10240000
2040,Canada,North America,Hinduism,910000.0
2040,Canada,North America,Buddhism,530000.0
2040,Canada,North America,Folk Religions,530000.0
2040,Canada,North America,Other Religions,670000.0
2040,Canada,North America,Judaism,520000.0
2040,Cape Verde,Sub-Saharan Africa,Christianity,620000.0
2040,Cape Verde,Sub-Saharan Africa,Islam,0.0
2040,Cape Verde,Sub-Saharan Africa,Unaffiliated Religions,60000.0
2040,Cape Verde,Sub-Saharan Africa,Hinduism,0.0
2040,Cape Verde,Sub-Saharan Africa,Buddhism,0.0
2040,Cape Verde,Sub-Saharan Africa,Folk Religions,0.0
2040,Cape Verde,Sub-Saharan Africa,Other Religions,0.0
2040,Cape Verde,Sub-Saharan Africa,Judaism,0.0
2040,Cayman Islands,Latin America-Caribbean,Christianity,60000.0
2040,Cayman Islands,Latin America-Caribbean,Islam,0.0
2040,Cayman Islands,Latin America-Caribbean,Unaffiliated Religions,0.0
2040,Cayman Islands,Latin America-Caribbean,Hinduism,0.0
2040,Cayman Islands,Latin America-Caribbean,Buddhism,0.0
2040,Cayman Islands,Latin America-Caribbean,Folk Religions,0.0
2040,Cayman Islands,Latin America-Caribbean,Other Religions,0.0
2040,Cayman Islands,Latin America-Caribbean,Judaism,0.0
2040,Central African Republic,Sub-Saharan Africa,Christianity,6640000.0
2040,Central African Republic,Sub-Saharan Africa,Islam,730000.0
2040,Central African Republic,Sub-Saharan Africa,Unaffiliated Religions,70000.0
2040,Central African Republic,Sub-Saharan Africa,Hinduism,0.0
2040,Central African Republic,Sub-Saharan Africa,Buddhism,0.0
2040,Central African Republic,Sub-Saharan Africa,Folk Religions,70000.0
2040,Central African Republic,Sub-Saharan Africa,Other Religions,0.0
2040,Central African Republic,Sub-Saharan Africa,Judaism,0.0
2040,Chad,Sub-Saharan Africa,Christianity,9740000.0
2040,Chad,Sub-Saharan Africa,Islam,12560000
2040,Chad,Sub-Saharan Africa,Unaffiliated Religions,470000.0
2040,Chad,Sub-Saharan Africa,Hinduism,0.0
2040,Chad,Sub-Saharan Africa,Buddhism,0.0
2040,Chad,Sub-Saharan Africa,Folk Religions,300000.0
2040,Chad,Sub-Saharan Africa,Other Religions,30000.0
2040,Chad,Sub-Saharan Africa,Judaism,0.0
2040,Channel Islands,Europe,Christianity,120000.0
2040,Channel Islands,Europe,Islam,0.0
2040,Channel Islands,Europe,Unaffiliated Religions,20000.0
2040,Channel Islands,Europe,Hinduism,0.0
2040,Channel Islands,Europe,Buddhism,0.0
2040,Channel Islands,Europe,Folk Religions,0.0
2040,Channel Islands,Europe,Other Religions,0.0
2040,Channel Islands,Europe,Judaism,0.0
2040,Chile,Latin America-Caribbean,Christianity,17400000
2040,Chile,Latin America-Caribbean,Islam,20000.0
2040,Chile,Latin America-Caribbean,Unaffiliated Religions,2280000.0
2040,Chile,Latin America-Caribbean,Hinduism,0.0
2040,Chile,Latin America-Caribbean,Buddhism,10000.0
2040,Chile,Latin America-Caribbean,Folk Religions,270000.0
2040,Chile,Latin America-Caribbean,Other Religions,40000.0
2040,Chile,Latin America-Caribbean,Judaism,30000.0
2040,China,Asia-Pacific,Christianity,73040000
2040,China,Asia-Pacific,Islam,33260000
2040,China,Asia-Pacific,Unaffiliated Religions,700100000
2040,China,Asia-Pacific,Hinduism,40000.0
2040,China,Asia-Pacific,Buddhism,252090000
2040,China,Asia-Pacific,Folk Religions,299040000
